product_id,product_type,product_name,product_gender_target,product_category,product_season,product_condition,product_like_count,sold,reserved,available,in_stock,should_be_gone,brand_id,brand_name,brand_url,product_material,product_color,price_usd,seller_price,seller_earning,seller_badge,has_cross_border_fees,buyers_fees,warehouse_name,seller_id,seller_username,seller_country,seller_products_sold,seller_num_products_listed,seller_community_rank,seller_num_followers,seller_pass_rate,price_range,conversion_rate,shipping_days
42472163,Betty wellington boots,Betty wellington boots Chlo̩ Black size 37 EU in Rubber ,Women,women shoes,All seasons,Very good condition,1,0,0,1,0,0,9,chlo̩,http://vestiairecollective.com/chloe/,Rubber,black,319.5,266.25,231.64,Common,1,53.25,Tourcoing,25646003,amanda25646003,france,0,7,0,7,0.0,low,0.0,1
43154094,Biker jacket,Biker jacket Canada Goose Red size 36 FR in Synthetic ,Women,women clothing,All seasons,Good condition,0,0,0,1,0,0,229,canada goose,http://vestiairecollective.com/canada-goose/,Synthetic,red,370.62,308.85,268.7,Common,1,61.77,Tourcoing,9420680,Mioudress,france,758,363,1344,669,85.0,low,2.08815427,1
43065620,Large pants,Large pants Sonia Rykiel White size 36 FR in Polyester ,Women,women clothing,All seasons,Very good condition,6,0,0,1,0,0,68,sonia rykiel,http://vestiairecollective.com/sonia-rykiel/,Polyester,white,76.68,63.9,50.06,Common,1,12.78,Tourcoing,25345369,marine25345369,france,1,25,0,8,0.0,very_low,0.04,1
42007812,Watch,Watch Tudor Black in Titanium ,Men,men accessories,All seasons,Very good condition,2,0,0,1,0,0,2886,tudor,http://vestiairecollective.com/tudor/,Titanium,black,4461.68,3718.07,3234.72,Common,1,743.61,Hong Kong,16465877,aonohappa16465877,japan,351,973,11712,988,72.0,high,0.360739979,1
40807376,Wool vest,Wool vest Stussy Green size M International in Wool ,Men,men clothing,Autumn / Winter,Never worn,14,0,0,1,0,0,7009,stussy,http://vestiairecollective.com/stussy/,Wool,green,230.04,191.7,166.78,Common,1,38.34,Tourcoing,23793811,hugo23793811,france,3,4,0,9,25.0,low,0.75,3
39647057,Silk tie,Silk tie Herm̬s Blue in Silk ,Men,men accessories,All seasons,Never worn,8,0,0,1,0,0,14,herm̬s,http://vestiairecollective.com/hermes/,Silk,blue,185.31,154.43,134.35,Trusted,1,30.89,Tourcoing,21730603,virginie21730603,france,7,24,0,18,85.0,low,0.291666667,3
24872403,Cloth high trainers,Cloth high trainers Converse Black size 45 EU in Cloth ,Men,men shoes,All seasons,Good condition,3,0,0,1,0,0,125,converse,http://vestiairecollective.com/converse/,Cloth,black,89.46,74.55,60.71,Common,1,14.91,Tourcoing,14952913,thomas14952913,france,1,4,0,6,0.0,very_low,0.25,1
41886260,Wool trousers,Wool trousers Giorgio Armani Beige size 48 IT in Wool ,Men,men clothing,Autumn / Winter,Never worn,9,0,0,1,0,0,5189,giorgio armani,http://vestiairecollective.com/giorgio-armani/,Wool,beige,115.02,95.85,85.2,Trusted,1,19.17,Tourcoing,15229939,rogerio15229939,france,8,4,542783,16,75.0,low,2.0,1
38725470,Trenchcoat,Trenchcoat Burberry Blue size 50 IT in Cotton ,Men,men clothing,All seasons,Very good condition,5,0,0,1,0,0,94,burberry,http://vestiairecollective.com/burberry/,Cotton,blue,454.97,379.14,329.85,Common,1,75.83,Tourcoing,23486808,flexboom23486808,italy,8,45,0,6,75.0,low,0.177777778,1
42402316,Wool dress,Wool dress Twinset Black size S International in Wool ,Women,women clothing,Autumn / Winter,"Never worn, with tag",1,0,0,1,0,0,1752,twinset,http://vestiairecollective.com/twinset/,Wool,black,146.97,122.48,106.55,Expert,1,24.5,Tourcoing,11509823,lerario11509823,italy,49,148,95829,358,86.0,low,0.331081081,1
40706120,Slim jean,Slim jean Levi's Grey size 29 US in Cotton ,Men,men clothing,All seasons,Very good condition,1,0,0,1,0,0,121,levi's,http://vestiairecollective.com/levis/,Cotton,grey,41.47,34.56,15.91,Expert,1,6.91,Tourcoing,22442815,UndergroundStr,poland,30,272,0,28,93.0,very_low,0.110294118,1
42841911,Trainers,Trainers Converse Green size 3 UK in Suede ,Women,women shoes,All seasons,Very good condition,0,0,0,1,0,0,125,converse,http://vestiairecollective.com/converse/,Suede,green,24.66,20.55,7.79,Common,1,4.11,Hong Kong,21115237,sabrina21115237,hong kong,1,4,0,5,0.0,very_low,0.25,3
43012841,Leather sandals,Leather sandals Giorgio Armani Camel size 40 IT in Leather ,Women,women shoes,All seasons,Very good condition,0,0,0,1,0,0,5189,giorgio armani,http://vestiairecollective.com/giorgio-armani/,Leather,camel,72.85,60.71,46.86,Common,1,12.14,Tourcoing,22016088,carlotta22016088,italy,20,53,0,14,85.0,very_low,0.377358491,1
41777339,So Kate patent leather heels,So kate patent leather heels Christian Louboutin Beige size 37.5 EU in Patent leather ,Women,women shoes,All seasons,Very good condition,1,0,0,1,0,0,236,christian louboutin,http://vestiairecollective.com/christian-louboutin/,Patent leather,beige,550.0,500.0,485.0,Common,1,50.0,Brooklyn,18626759,belleslux,united states,3,9,0,5,66.0,medium,0.333333333,1
42536919,Maxi skirt,Maxi skirt Richard Nicoll Navy size 6 UK in Cotton ,Women,women clothing,All seasons,"Never worn, with tag",1,0,0,1,0,0,2702,richard nicoll,http://vestiairecollective.com/richard-nicoll/,Cotton,navy,255.6,213.0,185.31,Trusted,1,42.6,Tourcoing,8975975,malgo8975975,germany,82,24,21564,225,87.0,low,3.416666667,1
37811988,Patent leather wallet,Patent leather wallet Balenciaga Silver in Patent leather ,Women,women accessories,All seasons,Never worn,15,0,0,1,0,0,187,balenciaga,http://vestiairecollective.com/balenciaga/,Patent leather,silver,153.36,127.8,111.19,Common,1,25.56,Tourcoing,7496956,lise7496956,france,4,1,468035,6,75.0,low,4.0,1
39344657,Wool pull,Wool pull GRAN SASSO Blue size 50 IT in Wool ,Men,men clothing,Autumn / Winter,Never worn,7,0,0,1,0,0,12857,gran sasso,http://vestiairecollective.com/gran-sasso/,Wool,blue,158.47,132.06,116.21,Common,1,26.41,Tourcoing,12934369,loxuno,italy,1746,1275,644,1351,91.0,low,1.369411765,1
43164927,Watch,Watch Certina Multicolour in Steel ,Men,men accessories,All seasons,Never worn,0,0,0,1,0,0,9431,certina,http://vestiairecollective.com/certina/,Steel,multicolour,627.0,570.0,552.9,Common,1,57.0,Brooklyn,16846467,marina16846467,united states,0,2510,0,34,0.0,medium,0.0,1
43015037,Short,Short Adidas Blue size M International in Polyester ,Men,men clothing,Spring / Summer,"Never worn, with tag",0,0,0,1,0,0,2935,adidas,http://vestiairecollective.com/adidas/,Polyester,blue,46.01,38.34,24.5,Trusted,1,7.67,Tourcoing,25241549,niko25241549,italy,3,13,0,5,100.0,very_low,0.230769231,1
25265187,Silk scarf,Silk scarf Sonia Rykiel Orange in Silk ,Women,women accessories,Autumn / Winter,Good condition,4,0,0,1,0,0,68,sonia rykiel,http://vestiairecollective.com/sonia-rykiel/,Silk,orange,125.0,125.0,105.0,Common,1,0.0,Brooklyn,946339,ilovemygirls3946339,united states,150,1393,242605,221,80.0,low,0.107681263,1
21980596,Oversized sunglasses,Oversized sunglasses Chopard Gold in Metal ,Women,women accessories,All seasons,Never worn,15,0,0,0,0,0,692,chopard,http://vestiairecollective.com/chopard/,Metal,gold,454.97,379.14,329.85,Trusted,1,75.83,Tourcoing,16173446,julien16173446,france,64,30,46044,115,86.0,low,2.133333333,1
43054127,Slim jeans,Slim jeans Pistola Red size 33 US in Cotton ,Women,women clothing,All seasons,"Never worn, with tag",0,0,0,1,0,0,17260,pistola,http://vestiairecollective.com/pistola/,Cotton,red,60.5,55.0,40.0,Expert,1,5.5,Brooklyn,18372372,smriti18372372,united states,85,2070,0,96,92.0,very_low,0.041062802,1
42828764,Mid-length dress,Mid,Women,women clothing,All seasons,Never worn,8,0,0,1,0,0,296,max mara,http://vestiairecollective.com/max-mara/,Cotton,white,268.38,223.65,194.58,Common,1,44.73,Tourcoing,25502094,andreadragos25502094,italy,37,377,0,64,80.0,low,0.098143236,3
18541204,Leather lace ups,Leather lace ups Barker Burgundy size 41.5 EU in Leather ,Men,men shoes,All seasons,Very good condition,3,0,0,1,0,0,7453,barker,http://vestiairecollective.com/barker/,Leather,burgundy,178.92,149.1,133.13,Trusted,1,29.82,Tourcoing,8547728,simona8547728,lithuania,407,339,1299,370,96.0,low,1.200589971,1
38547760,Leather high trainers,Leather high trainers Giorgio Armani Black size 43 IT in Leather ,Men,men shoes,All seasons,"Never worn, with tag",7,0,0,1,0,0,5189,giorgio armani,http://vestiairecollective.com/giorgio-armani/,Leather,black,343.78,286.49,249.24,Expert,1,57.3,Tourcoing,17944032,amarina19101963,italy,24,27,0,20,87.0,low,0.888888889,1
42676195,Leather western boots,Leather western boots TERRY. Pink size 36 EU in Leather ,Women,women shoes,All seasons,"Never worn, with tag",0,0,0,1,0,0,15864,terry.,http://vestiairecollective.com/terry/,Leather,pink,71.83,59.86,43.65,Common,1,11.97,Crawley,25483734,pepe25483734,united kingdom,17,148,0,22,94.0,very_low,0.114864865,1
41360509,Slim jean,Slim jean Dior Homme Black size 34 US in Cotton ,Men,men clothing,All seasons,Very good condition,3,0,0,1,0,0,116,dior homme,http://vestiairecollective.com/dior-homme/,Cotton - elasthane,black,1150.2,958.5,833.9,Common,1,191.7,Tourcoing,4922446,Mario26,italy,68,236,0,454,91.0,medium,0.288135593,1
39577561,Premi̬re Chąne yellow gold watch,Premi̬re chąne yellow gold watch Chanel Gold in Yellow gold ,Women,women accessories,All seasons,Very good condition,25,0,0,1,0,0,50,chanel,http://vestiairecollective.com/chanel/,Yellow gold,gold,9569.66,7974.72,7336.74,Common,1,1594.94,Tourcoing,14639016,bijouterielucas,belgium,1817,747,2747,1920,94.0,high,2.432396252,1
41589682,Leather heels,Leather heels Dries Van Noten Red size 36 EU in Leather ,Women,women shoes,All seasons,Never worn,14,0,0,1,0,0,217,dries van noten,http://vestiairecollective.com/dries-van-noten/,Leather,red,251.9,229.0,222.13,Expert,1,22.9,Brooklyn,841569,michele841569,united states,1083,1169,252,1228,97.0,low,0.926432849,1
42926698,Vest,Vest Armani Jeans Blue size M International in Synthetic ,Men,men clothing,All seasons,Very good condition,2,0,0,1,0,0,498,armani jeans,http://vestiairecollective.com/armani-jeans/,Synthetic,blue,83.07,69.23,55.38,Trusted,1,13.85,Tourcoing,9491987,olivier9491987,france,4,33,860098,9,100.0,very_low,0.121212121,1
39307529,Sweatshirt,Sweatshirt Champion White size M International in Cotton ,Men,men clothing,All seasons,Very good condition,3,0,0,1,0,0,5586,champion,http://vestiairecollective.com/champion/,Cotton,white,138.06,115.05,94.34,Common,1,23.01,Tourcoing,23248006,sp0tv23248006,sweden,1,23,0,6,0.0,low,0.043478261,3
24974424,Cloth wallet,Cloth wallet Gucci Beige in Cloth ,Women,women accessories,All seasons,Never worn,4,0,0,1,0,0,2,gucci,http://vestiairecollective.com/gucci/,Cloth,beige,365.2,332.0,322.0,Common,1,33.2,Brooklyn,10710261,elgie10710261,united states,2,20,100120,89,100.0,low,0.1,1
36521204,Leather flats,Leather flats Dolce & Gabbana Black size 6 UK in Leather ,Men,men shoes,All seasons,Never worn,1,0,0,1,0,0,47,dolce & gabbana,http://vestiairecollective.com/dolce-gabbana/,Leather,black,383.4,319.5,261.99,Trusted,1,63.9,Tourcoing,1611406,Fashionloverrr,romania,48,5,30558,150,91.0,low,9.6,1
41543085,Leather belt,Leather belt Bottega Veneta Blue size 85 cm in Leather ,Men,men accessories,All seasons,Never worn,0,0,0,1,0,0,115,bottega veneta,http://vestiairecollective.com/bottega-veneta/,Leather,blue,1272.89,1060.74,869.81,Common,1,212.15,Hong Kong,16711039,kasseyclaire,japan,22,3594,95267,256,62.0,medium,0.006121313,3
42459667,Swimwear,Swimwear Bikkembergs Black size L International in Polyester ,Men,men clothing,All seasons,Never worn,1,0,0,1,0,0,1127,bikkembergs,http://vestiairecollective.com/bikkembergs/,Polyester,black,80.51,67.1,53.25,Trusted,1,13.42,Tourcoing,24670322,alan24670322,spain,3,4,0,16,100.0,very_low,0.75,1
42871166,Blazer,Blazer Banana Republic Blue size 14,Women,women clothing,All seasons,Very good condition,0,0,0,1,0,0,973,banana republic,http://vestiairecollective.com/banana-republic/,Cotton,blue,42.9,39.0,24.0,Common,1,3.9,Brooklyn,25399068,crystal25399068,united states,2,92,0,49,0.0,very_low,0.02173913,1
13742584,Scarf,Scarf Genny Multicolour in Polyester ,Women,women accessories,Autumn / Winter,Very good condition,1,0,0,1,0,0,3883,genny,http://vestiairecollective.com/genny/,Polyester,multicolour,44.73,37.28,24.5,Expert,1,7.46,Tourcoing,9149986,irene9149986,italy,494,912,1274,1390,91.0,very_low,0.541666667,1
42398977,Trousers,Trousers Jeckerson Blue size S International in Cotton ,Men,men clothing,All seasons,Very good condition,1,0,0,1,0,0,10692,jeckerson,http://vestiairecollective.com/jeckerson/,Cotton,blue,102.24,85.2,71.36,Expert,1,17.04,Tourcoing,7740707,simonagalanti7740707,italy,46,233,0,30,86.0,low,0.197424893,1
41408486,Silk tie,Silk tie Prada Black in Silk ,Men,men accessories,All seasons,Never worn,1,0,0,1,0,0,60,prada,http://vestiairecollective.com/prada/,Silk,black,108.63,90.53,73.75,Trusted,1,18.11,Tourcoing,16733776,maria16733776,greece,16,27,313175,14,81.0,low,0.592592593,1
42358538,Leather sandals,Leather sandals Sartore Black size 36.5 IT in Leather ,Women,women shoes,All seasons,Very good condition,0,0,0,1,0,0,240,sartore,http://vestiairecollective.com/sartore/,Leather,black,166.14,138.45,120.45,Trusted,1,27.69,Tourcoing,9302,sandradrine05,france,172,12,44957,1101,98.1,low,14.33333333,1
39726371,Cashmere scarf,Cashmere scarf Burberry Camel in Cashmere ,Women,women accessories,Autumn / Winter,Very good condition,1,0,0,1,0,0,94,burberry,http://vestiairecollective.com/burberry/,Cashmere,camel,119.33,99.44,81.54,Common,1,19.89,Tourcoing,23506306,swaggyreseller,poland,1,1,0,7,0.0,low,1.0,6
39985429,Intrecciato leather wallet,Intrecciato leather wallet Bottega Veneta Blue in Leather ,Women,women accessories,All seasons,Good condition,8,0,0,1,0,0,115,bottega veneta,http://vestiairecollective.com/bottega-veneta/,Leather,blue,130.19,108.49,88.96,Trusted,1,21.7,Hong Kong,6297481,gobi2,taiwan,11,8,206540,118,91.0,low,1.375,1
20681060,Scarf & pocket square,Scarf & pocket square Sergio Tacchini Grey in Polyester ,Men,men accessories,All seasons,Very good condition,3,0,0,1,0,0,9148,sergio tacchini,http://vestiairecollective.com/sergio-tacchini/,Polyester,grey,63.9,53.25,39.41,Expert,1,10.65,Tourcoing,9099603,concy9099603,italy,424,394,2985,551,95.0,very_low,1.076142132,1
