product_id,product_type,product_name,product_gender_target,product_category,product_season,product_condition,product_like_count,sold,reserved,available,in_stock,should_be_gone,brand_id,brand_name,brand_url,product_material,product_color,price_usd,seller_price,seller_earning,seller_badge,has_cross_border_fees,buyers_fees,warehouse_name,seller_id,seller_username,seller_country,seller_products_sold,seller_num_products_listed,seller_community_rank,seller_num_followers,seller_pass_rate,price_range,conversion_rate,shipping_days
39321500,Shirt,Shirt Comme Des Garcons Black size XL International in Cotton ,Men,men clothing,All seasons,"Never worn, with tag",7,0,0,1,0,0,391,comme des garcons,http://vestiairecollective.com/comme-des-garcons/,Cotton,black,163.03,135.86,111.4,Trusted,1,27.17,Hong Kong,18321193,18321193,south korea,6,4,0,12,83.0,low,1.5,3
42990184,Wool pull,Wool pull Dior Homme Ecru size L International in Wool ,Men,men clothing,Autumn / Winter,Never worn,15,0,0,1,0,0,116,dior homme,http://vestiairecollective.com/dior-homme/,Wool,ecru,1278.0,1065.0,905.25,Common,1,213.0,Tourcoing,18817800,alliwantisecondhand,france,386,302,0,389,84.0,medium,1.278145695,1
37479455,Linen scarf & pocket square,Linen scarf & pocket square Kiton Multicolour in Linen ,Men,men accessories,Spring / Summer,Very good condition,9,1,0,1,0,0,3355,kiton,http://vestiairecollective.com/kiton/,Linen,multicolour,155.27,129.39,112.57,Common,0,23.97,Tourcoing,17905374,FrancescaGia,italy,68,349,0,93,95.0,low,0.194842407,1
11803654,Leather jewellery,Leather jewellery Dsquared2 Black in Leather ,Men,men accessories,All seasons,Good condition,10,0,0,1,0,0,250,dsquared2,http://vestiairecollective.com/dsquared2/,Leather,black,44.73,37.28,23.43,Common,1,7.46,Tourcoing,5644119,VitoMontedoro,italy,12,9,73162,114,100.0,very_low,1.333333333,1
38159313,Sunglasses,Sunglasses Christian Dior Purple in Metal ,Women,women accessories,All seasons,Very good condition,2,0,0,0,0,0,1079,christian dior,http://vestiairecollective.com/christian-dior/,Metal,purple,233.21,194.34,178.8,Expert,1,38.87,Hong Kong,7076617,carmanlee,australia,175,72,9979,696,86.0,low,2.430555556,1
39977505,Shirt,Shirt Paul Smith Black size S International in Cotton ,Men,men clothing,All seasons,Very good condition,1,0,0,1,0,0,63,paul smith,http://vestiairecollective.com/paul-smith/,Cotton,black,165.0,150.0,127.5,Trusted,1,15.0,Brooklyn,13237110,audrey13237110,united states,17,240,46944,278,100.0,low,0.070833333,1
42474582,Vest,Vest Billionaire Boys Club Blue size M International in Cotton ,Men,men clothing,All seasons,Never worn,6,0,0,1,0,0,6004,billionaire boys club,http://vestiairecollective.com/billionaire-boys-club/,Cotton,blue,134.68,112.24,108.5,Trusted,1,22.45,Crawley,25652577,htwnldn,united kingdom,11,45,0,17,90.0,low,0.244444444,3
42489184,Sunglasses,Sunglasses Gucci Black in Plastic ,Men,men accessories,All seasons,Very good condition,8,0,0,0,0,0,2,gucci,http://vestiairecollective.com/gucci/,Plastic,black,204.48,170.4,139.73,Common,1,34.08,Tourcoing,22002836,rodger22002836,netherlands,8,4,0,114,87.0,low,2.0,3
42725242,Cloth mules & clogs,Cloth mules & clogs Burberry Blue size 37.5 IT in Cloth ,Women,women shoes,All seasons,Never worn,0,0,0,1,0,0,94,burberry,http://vestiairecollective.com/burberry/,Cloth,blue,764.5,695.0,674.15,Trusted,1,69.5,Brooklyn,15274599,thalia15274599,united states,71,374,0,93,94.0,medium,0.189839572,1
40968356,Silk tie,Silk tie Kenzo Multicolour in Silk ,Men,men accessories,All seasons,Never worn,1,0,0,1,0,0,209,kenzo,http://vestiairecollective.com/kenzo/,Silk,multicolour,37.06,30.89,17.04,Trusted,1,6.18,Tourcoing,14301831,barbara14301831,italy,5,39,0,8,100.0,very_low,0.128205128,1
42592164,Velvet boots,Velvet boots Steve Madden Black size 38 EU in Velvet ,Women,women shoes,All seasons,Very good condition,0,0,0,1,0,0,629,steve madden,http://vestiairecollective.com/steve-madden/,Velvet,black,95.85,79.88,66.03,Common,1,15.98,Tourcoing,14762871,sarat1808,italy,1,3,411063,11,0.0,very_low,0.333333333,1
43182900,Mini dress,Mini dress D̫en Multicolour size S International in Cotton ,Women,women clothing,All seasons,Never worn,9,1,0,1,0,0,9427,d̫en,http://vestiairecollective.com/doen/,Cotton,multicolour,107.87,88.4,74.55,Common,0,23.97,Tourcoing,17036508,elisa17036508,austria,8,1,0,12,87.0,low,8.0,3
38700684,Leather high trainers,Leather high trainers Versace White size 41 EU in Leather ,Men,men shoes,All seasons,"Never worn, with tag",6,0,0,1,0,0,580,versace,http://vestiairecollective.com/versace/,Leather,white,754.02,628.35,546.66,Common,1,125.67,Tourcoing,16081449,albina16081449,italy,559,815,6272,800,81.0,medium,0.685889571,1
43065690,Jacket,Jacket Facetasm Multicolour size L International in Polyester ,Men,men clothing,All seasons,Very good condition,0,0,0,1,0,0,9406,facetasm,http://vestiairecollective.com/facetasm/,Polyester,multicolour,172.53,143.78,117.9,Trusted,1,28.76,Tourcoing,24809598,kim24809598,hungary,2,5,0,9,100.0,low,0.4,1
23029617,Leather wallet,Leather wallet Louis Vuitton Brown in Leather ,Women,women accessories,All seasons,Good condition,16,0,0,1,0,0,17,louis vuitton,http://vestiairecollective.com/louis-vuitton/,Leather,brown,289.33,241.11,209.76,Trusted,1,48.22,Hong Kong,6490041,catt1,hong kong,45,17,19982,135,100.0,low,2.647058824,1
42755175,Patent leather sandal,Patent leather sandal Marc by Marc Jacobs Brown size 37.5 EU in Patent leather ,Women,women shoes,All seasons,Good condition,0,0,0,1,0,0,46,marc by marc jacobs,http://vestiairecollective.com/marc-by-marc-jacobs/,Patent leather,brown,272.0,272.0,236.64,Common,1,0.0,Brooklyn,6633364,theluxurycloset,united states,5059,28652,11,26041,75.0,low,0.176567081,3
40528289,Sweatshirt,Sweatshirt Palace Grey size L International in Cotton ,Men,men clothing,All seasons,Never worn,5,0,0,1,0,0,8100,palace,http://vestiairecollective.com/palace/,Cotton,grey,166.14,138.45,117.68,Expert,1,27.69,Tourcoing,2312455,louistdt,france,139,108,36024,103,95.0,low,1.287037037,1
40542738,Air Jordan 1 leather high trainers,Air jordan 1 leather high trainers JORDAN Purple size 40.5 EU in Leather ,Men,men shoes,All seasons,"Never worn, with tag",6,0,0,1,0,0,4439,jordan,http://vestiairecollective.com/jordan/,Leather,purple,447.3,372.75,324.29,Common,1,74.55,Tourcoing,24757831,tristan24757831,france,0,15,0,5,0.0,low,0.0,1
43241710,Silk maxi dress,Silk maxi dress Momoni Multicolour size 42 IT in Silk ,Women,women clothing,All seasons,Very good condition,4,1,0,1,0,0,3482,momoni,http://vestiairecollective.com/momoni/,Silk,multicolour,108.63,90.53,73.75,Common,0,23.97,Tourcoing,9188149,sam9188149,belgium,96,21,24471,108,96.0,low,4.571428571,1
43024207,Louis leather high trainers,Louis leather high trainers Christian Louboutin Beige size 42.5 EU in Leather ,Men,men shoes,All seasons,Very good condition,4,0,0,1,0,0,236,christian louboutin,http://vestiairecollective.com/christian-louboutin/,Leather,beige,447.3,372.75,305.66,Trusted,1,74.55,Tourcoing,18995127,vlad123456,romania,2,3,0,19,100.0,low,0.666666667,3
43094568,Sweatshirt,Sweatshirt Diesel White size S International in Cotton ,Men,men clothing,All seasons,Never worn,0,0,0,1,0,0,108,diesel,http://vestiairecollective.com/diesel/,Cotton,white,178.92,149.1,126.74,Common,1,29.82,Tourcoing,23374522,brupa,italy,85,1662,0,204,67.0,low,0.051143201,1
30788383,Leather belt,Leather belt Maje Multicolour size L International in Leather ,Women,women accessories,All seasons,"Never worn, with tag",9,0,0,1,0,0,118,maje,http://vestiairecollective.com/maje/,Leather,multicolour,57.51,47.93,34.08,Expert,1,9.59,Tourcoing,4643980,yolande4643980,france,160,51,16265,171,91.0,very_low,3.137254902,1
42912843,Jacket,Jacket H2O FAGERHOLT Black size S International in Polyester ,Women,women clothing,All seasons,Good condition,1,0,0,1,0,0,13194,h2o fagerholt,http://vestiairecollective.com/h2o-fagerholt/,Polyester,black,76.68,63.9,47.93,Common,1,12.78,Tourcoing,9073739,valerie9073739,denmark,4,4,188605,14,0.0,very_low,1.0,1
16858190,Leather low trainers,Leather low trainers Dolce & Gabbana Multicolour size 42.5 IT in Leather ,Men,men shoes,All seasons,Very good condition,7,0,0,1,0,0,47,dolce & gabbana,http://vestiairecollective.com/dolce-gabbana/,Leather,multicolour,377.01,314.18,267.05,Common,1,62.84,Tourcoing,6958467,emiliyabozhinova6958467,bulgaria,85,56,19206,57,95.0,low,1.517857143,3
42642666,Sweatshirt,Sweatshirt Levi's Black size S International in Cotton ,Men,men clothing,All seasons,Good condition,0,0,0,1,0,0,121,levi's,http://vestiairecollective.com/levis/,Cotton,black,54.95,45.8,31.95,Common,1,9.16,Tourcoing,23254004,Cositasbuenas,france,7,164,0,15,71.0,very_low,0.042682927,1
42909379,Low 2.0 leather low trainers,Low 2.0 leather low trainers Off,Men,men shoes,All seasons,"Never worn, with tag",4,0,0,1,0,0,6444,off-white,http://vestiairecollective.com/off-white/,Leather,black,370.62,308.85,268.7,Expert,1,61.77,Tourcoing,8937182,lucablue,italy,203,101,41444,382,97.0,low,2.00990099,1
30455221,Trinity yellow gold cufflinks,Trinity yellow gold cufflinks Cartier Gold in Yellow gold ,Men,men accessories,All seasons,Very good condition,22,0,0,1,0,0,434,cartier,http://vestiairecollective.com/cartier/,Yellow gold,gold,3836.99,3197.49,2717.87,Trusted,1,639.5,Crawley,1850739,xupeshandbags,united kingdom,1193,677,86,12669,88.0,high,1.762186115,1
41992162,Sweatshirt,Sweatshirt Lacoste Blue size M International in Cotton ,Men,men clothing,All seasons,Never worn,0,0,0,1,0,0,97,lacoste,http://vestiairecollective.com/lacoste/,Cotton,blue,157.62,131.35,114.27,Trusted,1,26.27,Tourcoing,9663008,erin9663008,switzerland,75,187,104371,96,88.0,low,0.401069519,1
39838467,T-shirt,T,Men,men clothing,All seasons,Never worn,0,0,0,1,0,0,250,dsquared2,http://vestiairecollective.com/dsquared2/,Cotton,yellow,766.8,639.0,523.98,Common,1,127.8,Tourcoing,16774308,LMPL,italy,655,39628,298090,813,53.0,medium,0.016528717,3
31470131,Low trainers,Low trainers Hogan Grey size 41 EU in Suede ,Men,men shoes,All seasons,Very good condition,3,0,0,1,0,0,321,hogan,http://vestiairecollective.com/hogan/,Suede,grey,70.29,58.58,44.73,Trusted,1,11.72,Tourcoing,18246403,marico18246403,italy,17,34,0,16,93.0,very_low,0.5,1
41549249,Leather trainers,Leather trainers Ermenegildo Zegna Navy size 8 UK in Leather ,Men,men shoes,All seasons,"Never worn, with tag",8,0,0,1,0,0,2286,ermenegildo zegna,http://vestiairecollective.com/ermenegildo-zegna/,Leather,navy,1002.65,835.54,810.47,Common,1,167.11,Crawley,13050484,andreea13050484,united kingdom,0,1,0,3,0.0,medium,0.0,1
41928069,Leather heels,Leather heels Manolo Blahnik Blue size 38 IT in Leather ,Women,women shoes,All seasons,Never worn,5,0,0,1,0,0,362,manolo blahnik,http://vestiairecollective.com/manolo-blahnik/,Leather,blue,1278.0,1065.0,926.55,Common,1,213.0,Tourcoing,18680605,Nilemilan,italy,456,1374,0,736,60.0,medium,0.331877729,1
42449423,Wool pull,Wool pull John Elliott Beige size L International in Wool ,Men,men clothing,Autumn / Winter,"Never worn, with tag",3,0,0,1,0,0,7713,john elliott,http://vestiairecollective.com/john-elliott/,Wool,beige,247.0,247.0,217.36,Expert,1,0.0,Brooklyn,1303166,suigeneris,united states,1767,5391,98,4295,87.0,low,0.327768503,1
42717618,Linen straight pants,Linen straight pants Versace Jeans Couture Black size 32 FR in Linen ,Women,women clothing,Spring / Summer,Good condition,0,0,0,1,0,0,7833,versace jeans couture,http://vestiairecollective.com/versace-jeans-couture/,Linen,black,191.7,159.75,138.98,Common,1,31.95,Tourcoing,946523,charlotte946523,france,3,7,0,10,66.0,low,0.428571429,1
36358217,Silk tie,Silk tie Herm̬s Blue in Silk ,Men,men accessories,All seasons,Never worn,6,0,0,1,0,0,14,herm̬s,http://vestiairecollective.com/hermes/,Silk,blue,118.21,98.51,84.28,Common,1,19.7,Tourcoing,14531570,sylvia14531570,switzerland,0,3,0,4,0.0,low,0.0,1
42853325,Short vest,Short vest Brema White size 46 IT in Polyester ,Women,women clothing,All seasons,Very good condition,1,0,0,1,0,0,10695,brema,http://vestiairecollective.com/brema/,Polyester,white,51.12,42.6,28.76,Expert,1,8.52,Tourcoing,15837189,giulia15837189,italy,24,34,640338,19,86.0,very_low,0.705882353,1
42572085,Vest,Vest Palm Angels Blue size L International in Denim ,Men,men clothing,All seasons,Good condition,1,0,0,1,0,0,8687,palm angels,http://vestiairecollective.com/palm-angels/,Denim - Jeans,blue,368.06,306.72,266.85,Trusted,1,61.34,Tourcoing,10122324,anrif10122324,france,23,19,86183,39,80.0,low,1.210526316,3
39451432,Leather high trainers,Leather high trainers Ann Demeulemeester Black size 41 EU in Leather ,Men,men shoes,All seasons,"Never worn, with tag",2,0,0,1,0,0,622,ann demeulemeester,http://vestiairecollective.com/ann-demeulemeester/,Leather,black,817.92,681.6,558.91,Common,1,136.32,Tourcoing,6371312,douglasmartinsson,sweden,55,525,736527,119,70.0,medium,0.104761905,3
42791239,Leather sandals,Leather sandals Louis Vuitton Anthracite size 36.5 EU in Leather ,Women,women shoes,All seasons,"Never worn, with tag",4,0,0,1,0,0,17,louis vuitton,http://vestiairecollective.com/louis-vuitton/,Leather,anthracite,204.48,170.4,148.25,Trusted,1,34.08,Tourcoing,125095,Lini,france,67,3,31056,175,100.0,low,22.33333333,1
37951819,Sunglasses,Sunglasses Celine Orange in Metal ,Women,women accessories,All seasons,Never worn,4,0,0,1,0,0,6,celine,http://vestiairecollective.com/celine/,Metal,orange,273.9,249.0,241.53,Expert,1,24.9,Brooklyn,12522724,best_frames,united states,338,1049,0,469,91.0,low,0.32221163,1
27637259,Purse,Purse Michael Kors Black in Not specified ,Women,women accessories,All seasons,Never worn,3,0,0,1,0,0,99,michael kors,http://vestiairecollective.com/michael-kors/,Not specified,black,77.0,70.0,67.0,Common,1,7.0,Brooklyn,17807257,eli17807257,united states,72,1443,0,3151,51.0,very_low,0.04989605,3
30856443,Scarf,Scarf Ted Baker Purple in Cotton ,Women,women accessories,Autumn / Winter,Never worn,1,0,0,1,0,0,2910,ted baker,http://vestiairecollective.com/ted-baker/,Cotton,purple,51.12,42.6,26.63,Expert,1,8.52,Tourcoing,16507119,oana16507119,romania,68,207,249204,60,95.0,very_low,0.328502415,1
40532727,Brixton leather flats,Brixton leather flats Gucci Black size 40 EU in Leather ,Men,men shoes,All seasons,Very good condition,2,0,0,1,0,0,2,gucci,http://vestiairecollective.com/gucci/,Leather,black,201.92,168.27,146.39,Common,1,33.65,Tourcoing,11797358,amina11797358,france,0,2,0,121,0.0,low,0.0,1
42913772,Leather biker boots,Leather biker boots Church's Black size 37.5 EU in Leather ,Women,women shoes,All seasons,Very good condition,0,0,0,1,0,0,756,church's,http://vestiairecollective.com/churchs/,Leather,black,639.0,532.5,463.28,Expert,1,106.5,Tourcoing,6711641,ciocoblocco,italy,107,35,16646,167,93.0,medium,3.057142857,1
26561581,Evelyne leather belt,Evelyne leather belt Herm̬s Grey size 85 cm in Leather ,Women,women accessories,All seasons,Good condition,38,0,0,1,0,0,14,herm̬s,http://vestiairecollective.com/hermes/,Leather,grey,485.64,404.7,331.85,Common,1,80.94,Tourcoing,3108043,Boutiquebonar,bulgaria,2244,315,45,8401,93.0,low,7.123809524,3
42573675,Mid-length dress,Mid,Women,women clothing,All seasons,Never worn,5,0,0,1,0,0,646,flavio castellani,http://vestiairecollective.com/flavio-castellani/,Cotton - elasthane,black,127.8,106.5,103.31,Common,1,21.3,Tourcoing,25730367,stefano25730367,italy,0,1,0,5,0.0,low,0.0,1
21331583,Silver watch,Silver watch D&G White in Silver ,Women,women accessories,All seasons,Very good condition,8,0,0,1,0,0,199,d&g,http://vestiairecollective.com/dg/,Silver,white,47.29,39.41,25.56,Trusted,1,7.88,Tourcoing,15795904,eli15795904,italy,67,85,59909,54,82.0,very_low,0.788235294,1
43220790,Dress,Dress Manoush Beige size 38 FR in Cotton ,Women,women clothing,All seasons,Very good condition,3,0,0,1,0,0,194,manoush,http://vestiairecollective.com/manoush/,Cotton,beige,217.26,181.05,157.51,Common,1,36.21,Tourcoing,66544,DOMINIQUE71,france,44,9,37164,205,86.0,low,4.888888889,1
28090125,Silk neckerchief,Silk neckerchief Louis Vuitton Multicolour in Silk ,Women,women accessories,All seasons,Never worn,5,0,0,1,0,0,17,louis vuitton,http://vestiairecollective.com/louis-vuitton/,Silk,multicolour,281.16,234.3,203.84,Expert,1,46.86,Tourcoing,9140084,denis9140084,italy,90,26,7149,647,89.0,low,3.461538462,1
42783030,Shirt,Shirt Balenciaga Blue size 38 EU (tour de cou / collar) in Cotton ,Men,men clothing,All seasons,"Never worn, with tag",0,0,0,1,0,0,187,balenciaga,http://vestiairecollective.com/balenciaga/,Cotton,blue,508.81,424.0,411.28,Trusted,1,84.8,Crawley,21610180,jed21610180,united kingdom,7,68,0,16,85.0,medium,0.102941176,1
35946355,Leather lace ups,Leather lace ups Gucci Black size 8.5 US in Leather ,Men,men shoes,All seasons,"Never worn, with tag",6,0,0,1,0,0,2,gucci,http://vestiairecollective.com/gucci/,Leather,black,587.88,489.9,426.21,Common,1,97.98,Tourcoing,910373,benibenacy,france,9,5,88533,165,66.0,medium,1.8,6
42709284,Caban,Caban Polo Ralph Lauren Red size XL International in Polyamide ,Women,women clothing,Autumn / Winter,Very good condition,0,0,0,1,0,0,2731,polo ralph lauren,http://vestiairecollective.com/polo-ralph-lauren/,Polyamide,red,140.58,117.15,101.18,Common,1,23.43,Tourcoing,8868056,sincontrolvintage,italy,325,1051,3089,449,84.0,low,0.309229305,3
38629906,Sweatshirt,Sweatshirt Lancel Multicolour size L International in Cotton ,Men,men clothing,All seasons,Fair condition,0,0,0,1,0,0,239,lancel,http://vestiairecollective.com/lancel/,Cotton,multicolour,115.02,95.85,78.28,Common,1,19.17,Hong Kong,18070939,AZstore,malaysia,0,34,0,6,0.0,low,0.0,1
40049947,Leather purse,Leather purse Herm̬s Yellow in Leather ,Women,women accessories,All seasons,Never worn,7,0,0,1,0,0,14,herm̬s,http://vestiairecollective.com/hermes/,Leather,yellow,213.43,177.86,154.73,Trusted,1,35.57,Tourcoing,811597,fadoua811597,france,33,1,72944,139,93.0,low,33.0,1
19341102,Silk handkerchief,Silk handkerchief Max Mara Multicolour in Silk ,Women,women accessories,All seasons,Very good condition,7,0,0,1,0,0,296,max mara,http://vestiairecollective.com/max-mara/,Silk,multicolour,126.52,105.44,94.79,Common,1,21.09,Tourcoing,14562660,cora14562660,italy,1,10,290583,18,0.0,low,0.1,1
42046109,Leather boots,Leather boots Edward Green Black size 41 EU in Leather ,Men,men shoes,All seasons,Very good condition,5,0,0,1,0,0,5339,edward green,http://vestiairecollective.com/edward-green/,Leather,black,894.6,745.5,648.59,Common,1,149.1,Tourcoing,25493681,rosalina25493681,italy,0,2,0,5,0.0,medium,0.0,1
5653462,Oversized sunglasses,Oversized sunglasses Missoni Blue in Plastic ,Women,women accessories,All seasons,Very good condition,10,0,0,0,0,0,483,missoni,http://vestiairecollective.com/missoni/,Plastic,blue,75.4,62.84,50.06,Trusted,1,12.57,Tourcoing,1007608,Feni,greece,35,121,6537,725,90.0,very_low,0.289256198,1
42785152,Pull,Pull Burberry Black size M International in Cotton ,Men,men clothing,All seasons,Very good condition,11,0,0,1,0,0,94,burberry,http://vestiairecollective.com/burberry/,Cotton,black,255.6,213.0,185.31,Common,1,42.6,Tourcoing,25456675,tom25456675,france,0,2,0,5,0.0,low,0.0,1
42442341,Shirt,Shirt Brunello Cucinelli Blue size XL International in Cotton ,Men,men clothing,All seasons,Very good condition,5,0,0,1,0,0,3266,brunello cucinelli,http://vestiairecollective.com/brunello-cucinelli/,Cotton,blue,125.24,104.37,104.37,Common,1,20.87,Tourcoing,4843987,ogggga,denmark,0,0,0,6,0.0,low,0.0,1
42420630,La Petite Veste Noire leather short vest,La petite veste noire leather short vest Chanel Black size 34 FR in Leather ,Women,women clothing,All seasons,Never worn,4,0,0,1,0,0,50,chanel,http://vestiairecollective.com/chanel/,Leather,black,2108.7,1757.25,1528.81,Expert,1,351.45,Tourcoing,9072300,l9072300,france,50,43,0,93,96.0,high,1.162790698,1
18877079,Wool tie,Wool tie Brooksfield Multicolour in Wool ,Men,men accessories,Autumn / Winter,Very good condition,2,0,0,1,0,0,7770,brooksfield,http://vestiairecollective.com/brooksfield/,Wool,multicolour,25.56,21.3,8.52,Common,1,4.26,Tourcoing,4426027,gabriella4426027,italy,24,23,80943,28,87.0,very_low,1.043478261,1
42715329,Linen mini dress,Linen mini dress Max Mara Weekend Ecru size 42 IT in Linen ,Women,women clothing,Spring / Summer,Very good condition,0,0,0,1,0,0,9377,max mara weekend,http://vestiairecollective.com/max-mara-weekend/,Linen,ecru,89.46,74.55,60.71,Common,1,14.91,Tourcoing,19320929,vestilov19320929,italy,46,47,0,336,89.0,very_low,0.978723404,1
42127656,Leather ankle boots,Leather ankle boots Miu Miu Black size 36.5 EU in Leather ,Women,women shoes,All seasons,Very good condition,7,0,0,1,0,0,117,miu miu,http://vestiairecollective.com/miu-miu/,Leather,black,894.6,745.5,656.04,Common,1,149.1,Tourcoing,8103482,monogramparisofficiel,france,4016,3027,9,17303,51.0,medium,1.326726131,1
19844278,Silk neckerchief,Silk neckerchief Balenciaga Multicolour in Silk ,Women,women accessories,All seasons,"Never worn, with tag",29,0,0,1,0,0,187,balenciaga,http://vestiairecollective.com/balenciaga/,Silk,multicolour,447.3,372.75,316.84,Common,1,74.55,Hong Kong,14740157,fashiontrends,andorra,8,1,118512,16,77.0,low,8.0,1
32734710,Sunglasses,Sunglasses Boss Brown in Plastic ,Men,men accessories,All seasons,Very good condition,1,0,0,0,0,0,5056,boss,http://vestiairecollective.com/boss/,Plastic,brown,89.46,74.55,60.71,Common,1,14.91,Tourcoing,5901914,VSW_DI_ALEXANDR_GAINA,italy,66,182,12669,219,93.0,very_low,0.362637363,3
39239517,Wool scarf & pocket square,Wool scarf & pocket square Philipp Plein Blue in Wool ,Men,men accessories,Autumn / Winter,Never worn,2,0,0,1,0,0,3016,philipp plein,http://vestiairecollective.com/philipp-plein/,Wool,blue,177.64,148.04,125.83,Expert,1,29.61,Tourcoing,18064395,vintamode,lithuania,20,80,0,15,90.0,low,0.25,1
36979273,Sunglasses,Sunglasses Cartier Blue in Metal ,Men,men accessories,All seasons,Never worn,18,0,0,0,0,0,434,cartier,http://vestiairecollective.com/cartier/,Metal,blue,748.24,623.54,604.83,Common,1,124.71,Crawley,16456635,cyarthur,united kingdom,6,2,299066,6,100.0,medium,3.0,1
39065998,Santos Dumont watch,Santos dumont watch Cartier Multicolour in gold and steel ,Women,women accessories,All seasons,Very good condition,58,0,0,0,0,0,434,cartier,http://vestiairecollective.com/cartier/,gold and steel,multicolour,5623.2,4686.0,4076.82,Common,1,937.2,Tourcoing,705,franceparis15,france,2086,1307,78,4998,65.0,high,1.596021423,3
37407155,Leather flats,Leather flats Charles Philip Shanghai Green size 43 EU in Leather ,Men,men shoes,All seasons,Never worn,0,0,0,1,0,0,3045,charles philip shanghai,http://vestiairecollective.com/charles-philip-shanghai/,Leather,green,370.62,308.85,253.26,Common,1,61.77,Tourcoing,16774308,LMPL,italy,655,39628,298090,813,53.0,low,0.016528717,3
42530142,Blazer,Blazer Madewell Black size XXL International in Polyester ,Women,women clothing,All seasons,Never worn,0,0,0,1,0,0,3103,madewell,http://vestiairecollective.com/madewell/,Polyester,black,88.0,80.0,65.0,Common,1,8.0,Brooklyn,25382121,DANYAA,united states,1,71,0,134,0.0,very_low,0.014084507,1
42378835,Silk shirt,Silk shirt Trussardi Jeans Khaki size 42 IT in Silk ,Women,women clothing,All seasons,Very good condition,0,0,0,1,0,0,5259,trussardi jeans,http://vestiairecollective.com/trussardi-jeans/,Silk,khaki,42.17,35.15,21.3,Expert,1,7.03,Tourcoing,22087039,manuela22087039,italy,10,58,0,16,100.0,very_low,0.172413793,1
39786580,Leather flats,Leather flats Bally Black size 43 EU in Leather ,Men,men shoes,All seasons,"Never worn, with tag",5,0,0,1,0,0,290,bally,http://vestiairecollective.com/bally/,Leather,black,332.28,276.9,227.06,Common,1,55.38,Tourcoing,8686523,vanda8686523,hungary,2,3,386198,8,0.0,low,0.666666667,1
42068922,Patent leather ballet flats,Patent leather ballet flats Dior Blue size 40 EU in Patent leather ,Women,women shoes,All seasons,Good condition,4,0,0,1,0,0,10,dior,http://vestiairecollective.com/dior/,Patent leather,blue,292.66,243.89,199.99,Trusted,1,48.78,Tourcoing,1511541,nadine1511541,germany,49,54,69747,74,100.0,low,0.907407407,1
42549007,Lucy cashmere cardigan,Lucy cashmere cardigan Khaite Black size L International in Cashmere ,Women,women clothing,Autumn / Winter,Very good condition,22,0,0,1,1,0,9077,khaite,http://vestiairecollective.com/khaite/,Cashmere,black,1005.0,1005.0,753.75,Expert,1,0.0,Brooklyn,17091818,mytheresaxvestiairecollectiveus,united states,892,200,0,1896,98.0,medium,4.46,1
38438676,Leather high trainers,Leather high trainers Converse Brown size 42 EU in Leather ,Men,men shoes,All seasons,"Never worn, with tag",1,0,0,1,0,0,125,converse,http://vestiairecollective.com/converse/,Leather,brown,204.48,170.4,139.73,Expert,1,34.08,Tourcoing,9682079,vasileios9682079,greece,307,1453,1361,391,89.0,low,0.211286992,1
42965077,Wool suit jacket,Wool suit jacket Kurt Geiger Red size L International in Wool ,Women,women clothing,Autumn / Winter,Very good condition,0,0,0,1,0,0,710,kurt geiger,http://vestiairecollective.com/kurt-geiger/,Wool,red,89.46,74.55,58.58,Expert,1,14.91,Tourcoing,22978660,dominik22978660,slovakia,20,62,0,16,95.0,very_low,0.322580645,1
42927988,Leather boots,Leather boots Casadei White size 37 IT in Leather ,Women,women shoes,All seasons,Good condition,3,0,0,1,0,0,1053,casadei,http://vestiairecollective.com/casadei/,Leather,white,184.03,153.36,133.42,Common,1,30.67,Tourcoing,11805516,guarnaccia11805516,italy,48,24,38971,193,79.0,low,2.0,3
42881291,Shirt,Shirt Gucci Brown size XL International in Cotton ,Women,women clothing,All seasons,Very good condition,5,0,0,1,0,0,2,gucci,http://vestiairecollective.com/gucci/,Cotton,brown,365.51,304.59,274.13,Common,1,60.92,Tourcoing,9071862,viteenvogue,germany,38548,24870,2,29507,85.0,low,1.549979895,3
10080823,Leather belt,Leather belt Iceberg White size XXS International in Leather ,Women,women accessories,All seasons,Good condition,5,0,0,1,0,0,149,iceberg,http://vestiairecollective.com/iceberg/,Leather,white,76.68,63.9,51.12,Trusted,1,12.78,Tourcoing,4852679,ioanna4852679,greece,252,202,2813,368,93.0,very_low,1.247524752,1
41269761,T-shirt,T,Men,men clothing,All seasons,Good condition,4,0,0,1,0,0,47,dolce & gabbana,http://vestiairecollective.com/dolce-gabbana/,Cotton,purple,319.5,266.25,231.64,Trusted,1,53.25,Tourcoing,11849450,lohantaijean,france,3,13,367613,26,66.0,low,0.230769231,1
41110663,Cashmere scarf & pocket square,Cashmere scarf & pocket square Burberry Blue in Cashmere ,Men,men accessories,Autumn / Winter,Very good condition,2,0,0,1,0,0,94,burberry,http://vestiairecollective.com/burberry/,Cashmere,blue,127.8,106.5,90.53,Expert,1,21.3,Tourcoing,5255209,Sablier79,italy,275,343,39510,181,92.0,low,0.801749271,1
